,DBA,CVLEGEND,B1_FULL_ADDRESS,Lat,Lon
2390,BURGLARY AUTO,BURGLARY - VEHICLE,1500 ASHBY AVE,37.853316,-122.278738
3600,ROBBERY,ROBBERY,2100 OXFORD ST,37.87091,-122.265993
2142,BURGLARY AUTO,BURGLARY - VEHICLE,1200 COLUSA AVE,37.884071,-122.27931
470,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,37.872691,-122.270741
2120,ROBBERY,ROBBERY,ELLSWORTH STREET & CARLETON ST,37.861864,-122.262454
481,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 BLAKE ST,37.861653,-122.278529
3436,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,700 CHANNING WAY,37.861144,-122.298742
2116,BURGLARY AUTO,BURGLARY - VEHICLE,2100 BANCROFT WAY,37.867601,-122.267718
3430,THEFT MISD. (UNDER $950),LARCENY,800 ADDISON ST,37.866524,-122.29814
2018,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,37.872691,-122.270741
4046,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
3902,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WAY & SHATTUCK AVE,37.867601,-122.267718
1864,ARSON,ARSON,REGENT STREET & DERBY ST,37.861573,-122.257452
1596,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,37.864826,-122.260719
221,THEFT MISD. (UNDER $950),LARCENY,400 GILMAN,37.877715,-122.309618
2081,NARCOTICS,DRUG VIOLATION,SECOND STREET & PAGE ST,37.875531,-122.304855
2246,VANDALISM,VANDALISM,2900 PARK ST,37.854274,-122.28319
280,DISTURBANCE,DISORDERLY CONDUCT,2000 KITTREDGE ST,37.868204,-122.270054
2775,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,37.857409,-122.268473
55,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,37.865849,-122.259977
1755,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,37.873687,-122.268616
3846,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,37.868667,-122.313656
2763,IDENTITY THEFT,FRAUD,SECOND STREET & ADDISON ST,37.86581,-122.301707
3970,THEFT FROM AUTO,LARCENY - FROM VEHICLE,709 GRAYSON ST,37.854443,-122.296604
3150,IDENTITY THEFT,FRAUD,1400 SUMMIT RD,37.884314,-122.24683
870,BURGLARY AUTO,BURGLARY - VEHICLE,UNIVERSITY AVENUE & SEAWALL DR,37.863045,-122.317348
882,VANDALISM,VANDALISM,2200 MARTIN LUTHER KING JR WAY,37.868682,-122.272691
582,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & TELEGRAPH AVE,37.867816,-122.258994
3750,ASSAULT/BATTERY FEL.,ASSAULT,1300 BURNETT ST,37.853603,-122.283961
4280,ASSAULT/BATTERY FEL.,ASSAULT,SHATTUCK AVENUE & HEARST AVE,37.873865,-122.268641
3811,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 DURANT AVE,37.867259,-122.26324
4716,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
5379,DISTURBANCE,DISORDERLY CONDUCT,1600 HEARST AVE,37.87247,-122.279718
2997,VANDALISM,VANDALISM,2500 WARRING ST,37.865945,-122.250471
4386,DISTURBANCE,DISORDERLY CONDUCT,2700 HILLEGASS AVE,37.861672,-122.255992
3635,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 DELAWARE ST,37.874489,-122.271072
4268,ASSAULT/BATTERY MISD.,ASSAULT,2400 ASHBY AVE,37.856111,-122.260248
1776,BURGLARY AUTO,BURGLARY - VEHICLE,1300 FOURTH ST,37.878644,-122.303432
1859,ASSAULT/BATTERY MISD.,ASSAULT,1000 DELAWARE ST,37.871271,-122.295015
358,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 CHANNING WAY,37.863126,-122.288063
1885,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,37.871167,-122.268285
3649,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2800 WOOLSEY ST,37.854137,-122.251007
1924,ROBBERY,ROBBERY,1800 SEVENTH ST,37.870538,-122.297407
5042,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 SIXTH ST,37.881142,-122.30191
5353,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,37.855435,-122.259841
239,BRANDISHING,WEAPONS OFFENSE,2800 SAN PABLO AVE,37.856195,-122.288053
2342,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 DOHR ST,37.854612,-122.281178
480,VANDALISM,VANDALISM,2400 PROSPECT ST,37.867717,-122.249901
2022,THEFT FROM PERSON,LARCENY,SHATTUCK AVENUE & CENTER ST,37.870346,-122.267796
2248,THEFT MISD. (UNDER $950),LARCENY,2000 HEARST AVE,37.873639,-122.27064
4673,VANDALISM,VANDALISM,200 UNIVERSITY AVE,37.865491,-122.310065
3724,VANDALISM,VANDALISM,2900 SACRAMENTO ST,37.8549,-122.27945
3956,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 BENVENUE AVE,37.863522,-122.254992
1975,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 PARKER ST,37.858455,-122.293374
576,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2300 HILGARD AVE,37.878173,-122.264359
4784,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FRANCISCO ST,37.874581,-122.277744
931,BURGLARY AUTO,BURGLARY - VEHICLE,1932 HASTE ST,37.864463,-122.270673
28,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,37.873687,-122.268616
2699,ASSAULT/BATTERY MISD.,ASSAULT,1700 UNIVERSITY AVE,37.870948,-122.27733
932,ROBBERY,ROBBERY,2100 SHATTUCK AVE,37.871167,-122.268285
1345,ASSAULT/BATTERY MISD.,ASSAULT,2200 BROWNING ST,37.866594,-122.287944
4502,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2100 CENTER ST,37.870308,-122.26805
5425,IDENTITY THEFT,FRAUD,2000 ASHBY AVE,37.85491,-122.268666
1478,VANDALISM,VANDALISM,2300 FOURTH ST,37.862844,-122.298368
1314,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,37.864826,-122.260719
3113,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,37.879335,-122.301332
873,FRAUD/FORGERY,FRAUD,2500 VIRGINIA ST,37.877835,-122.260354
2805,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,37.868714,-122.259189
4143,BURGLARY AUTO,BURGLARY - VEHICLE,1100 EUCLID AVE,37.889399,-122.262594
866,ARSON,ARSON,2600 COLLEGE AVE,37.863598,-122.253693
5100,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 DWIGHT WAY,37.864826,-122.260719
1180,ARSON,ARSON,1600 HEARST AVE,37.87247,-122.279718
1122,VANDALISM,VANDALISM,1200 KAINS AVE,37.882457,-122.295464
2733,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CHANNING WAY,37.865205,-122.272027
3083,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2191,BURGLARY AUTO,BURGLARY - VEHICLE,1300 NINTH ST,37.879708,-122.297995
2945,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
3771,ROBBERY,ROBBERY,2200 BONAR ST,37.86695,-122.286984
4849,VANDALISM,VANDALISM,DWIGHT WAY & DANA ST,37.864826,-122.260719
2437,DISTURBANCE,DISORDERLY CONDUCT,2000 CENTER ST,37.869973,-122.270557
4566,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HIGHLAND PLACE & HEARST AVE,37.875666,-122.255676
3341,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,37.855435,-122.259841
2554,ASSAULT/BATTERY FEL.,ASSAULT,3300 CALIFORNIA ST,37.847838,-122.275741
2506,THEFT MISD. (UNDER $950),LARCENY,2000 BANCROFT WAY,37.867336,-122.269876
1902,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1600 FOURTH ST,37.873661,-122.301831
4115,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
1376,IDENTITY THEFT,FRAUD,1200 HOPKINS ST,37.876428,-122.291736
1515,IDENTITY THEFT,FRAUD,3100 CALIFORNIA ST,37.851699,-122.276546
352,NARCOTICS,DRUG VIOLATION,2000 BERKELEY WAY,37.872691,-122.270741
282,THEFT MISD. (UNDER $950),LARCENY,2600 DANA ST,37.863072,-122.260352
1621,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
5104,BURGLARY AUTO,BURGLARY - VEHICLE,2000 OREGON ST,37.857409,-122.268473
4251,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 SEVENTH ST,37.866936,-122.296218
939,THEFT MISD. (UNDER $950),LARCENY,500 CRAGMONT AVE,37.902748,-122.269642
233,BURGLARY AUTO,BURGLARY - VEHICLE,2300 BANCROFT WAY,37.868199,-122.263253
1757,THEFT MISD. (UNDER $950),LARCENY,1900 UNIVERSITY AVE,37.871544,-122.272714
1395,THEFT MISD. (UNDER $950),LARCENY,200 ALVARADO RD,37.855953,-122.236475
622,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,37.880262,-122.295809
589,BURGLARY AUTO,BURGLARY - VEHICLE,TELEGRAPH AVENUE & CHANNING WAY,37.866919,-122.258812
5348,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,37.879996,-122.296893
562,BRANDISHING,WEAPONS OFFENSE,2400 SHATTUCK AVE,37.865772,-122.267643
2015,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 BANCROFT WAY,37.867871,-122.26565
2025,FRAUD/FORGERY,FRAUD,1800 FOURTH ST,37.869944,-122.300636
1138,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2600 HILLEGASS AVE,37.863292,-122.256293
2100,VANDALISM,VANDALISM,2400 TELEGRAPH AVE,37.866761,-122.258779
394,NARCOTICS,DRUG VIOLATION,2400 SHATTUCK AVE,37.865772,-122.267643
1911,ASSAULT/BATTERY MISD.,ASSAULT,2000 SHATTUCK AVE,37.8719,-122.268389
876,THEFT MISD. (UNDER $950),LARCENY,2200 SPAULDING AVE,37.867643,-122.280643
945,GUN/WEAPON,WEAPONS OFFENSE,2200 MILVIA ST,37.868574,-122.270415
1044,VANDALISM,VANDALISM,2900 COLLEGE AVE,37.858356,-122.253179
2976,BURGLARY AUTO,BURGLARY - VEHICLE,2100 VINE ST,37.880266,-122.269032
2169,THEFT MISD. (UNDER $950),LARCENY,2400 HILGARD AVE,37.878373,-122.262902
799,VEHICLE STOLEN,MOTOR VEHICLE THEFT,700 HARRISON ST,37.880564,-122.304896
739,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SHATTUCK AVE,37.869363,-122.268028
691,ROBBERY,ROBBERY,1800 UNIVERSITY AVE,37.871246,-122.274991
678,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & TELEGRAPH AVE,37.867816,-122.258994
530,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
513,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & VIRGINIA ST,37.876594,-122.268956
5386,THEFT MISD. (UNDER $950),LARCENY,2300 PARKER ST,37.862763,-122.262639
832,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 DURANT AVE,37.866426,-122.269762
1048,VANDALISM,VANDALISM,200 MARINA BLVD,37.868667,-122.313656
167,THEFT FELONY (OVER $950),LARCENY,1313 MARTIN LUTHER KING JR WAY 1,37.882701,-122.274215
2885,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2111,DISTURBANCE,DISORDERLY CONDUCT,2500 ETNA ST,37.865797,-122.252741
2092,FRAUD/FORGERY,FRAUD,2300 TELEGRAPH AVE,37.868714,-122.259189
2059,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,37.868714,-122.259189
2297,FRAUD/FORGERY,FRAUD,2100 DWIGHT WAY,37.863977,-122.267307
1989,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 STUART ST,37.859846,-122.253325
4908,FRAUD/FORGERY,FRAUD,2500 HILL CT,37.880024,-122.261377
1803,BURGLARY AUTO,BURGLARY - VEHICLE,1500 UNIVERSITY AVE,37.870396,-122.281585
2452,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 FOREST AVE,37.861664,-122.24876
1714,THEFT MISD. (UNDER $950),LARCENY,1500 WALNUT ST,37.880376,-122.268183
1615,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 TENTH ST,37.864346,-122.291843
1558,BURGLARY AUTO,BURGLARY - VEHICLE,1800 CARLETON ST,37.860386,-122.273725
1404,THEFT FELONY (OVER $950),LARCENY,2700 MILVIA ST,37.860225,-122.269453
2709,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1300 SUMMIT RD,37.886955,-122.24922
1343,MISSING ADULT,MISSING PERSON,2400 FULTON ST,37.866037,-122.265618
2787,DISTURBANCE,DISORDERLY CONDUCT,2800 COLLEGE AVE,37.859988,-122.253339
300,ROBBERY,ROBBERY,1100 UNIVERSITY AVE,37.869067,-122.292043
3657,THEFT FROM PERSON,LARCENY,2300 TELEGRAPH AVE,37.868714,-122.259189
4437,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2900 DERBY ST,37.862393,-122.248851
3907,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
4225,BURGLARY AUTO,BURGLARY - VEHICLE,2600 SAN PABLO AVE,37.85922,-122.289035
3876,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
4580,BURGLARY AUTO,BURGLARY - VEHICLE,2700 MILVIA ST,37.860225,-122.269453
2101,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1000 UNIVERSITY AVE,37.868641,-122.29415
4792,BURGLARY AUTO,BURGLARY - VEHICLE,1100 WALNUT ST,37.887961,-122.269822
1157,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,37.879335,-122.301332
5227,VANDALISM,VANDALISM,700 COLUSA AVE,37.894598,-122.282523
5239,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1200 KAINS AVE,37.882457,-122.295464
2346,VANDALISM,VANDALISM,1900 CENTER ST,37.869685,-122.272804
1007,THEFT FELONY (OVER $950),LARCENY,1500 MILVIA ST,37.879689,-122.271614
978,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,37.868667,-122.313656
2055,THEFT MISD. (UNDER $950),LARCENY,2400 NINTH ST,37.862405,-122.29242
125,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WAY,37.868722,-122.259123
4266,THEFT MISD. (UNDER $950),LARCENY,VINE STREET & HAWTHORNE TER,37.88111,-122.262584
4376,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,KITTREDGE STREET & FULTON ST,37.868706,-122.266279
2232,BURGLARY AUTO,BURGLARY - VEHICLE,2600 SAN PABLO AVE,37.85922,-122.289035
351,DISTURBANCE,DISORDERLY CONDUCT,UNIVERSITY AVENUE & SECOND ST,37.866981,-122.302083
3475,THEFT MISD. (UNDER $950),LARCENY,1300 SAN PABLO AVE,37.880262,-122.295809
2156,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,37.871268,-122.30106
695,THEFT MISD. (UNDER $950),LARCENY,2000 DEL NORTE ST,37.889017,-122.272389
4335,NARCOTICS,DRUG VIOLATION,SHATTUCK AVENUE & VINE ST,37.88024,-122.269235
588,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 HEARST AVE,37.873639,-122.27064
682,NARCOTICS,DRUG VIOLATION,2500 DURANT AVE,37.867852,-122.258699
4345,THEFT MISD. (UNDER $950),LARCENY,200 PANORAMIC WAY,37.869279,-122.244565
4681,VEHICLE STOLEN,MOTOR VEHICLE THEFT,PIEDMONT AVENUE & RUSSELL ST,37.858617,-122.251149
4257,FRAUD/FORGERY,FRAUD,200 UNIVERSITY AVE,37.865491,-122.310065
2393,BURGLARY AUTO,BURGLARY - VEHICLE,2100 OXFORD ST,37.87091,-122.265993
2031,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & UNIVERSITY AVE,37.872106,-122.268405
2544,MISSING ADULT,MISSING PERSON,1600 ALCATRAZ AVE,37.848152,-122.275807
2594,NARCOTICS,DRUG VIOLATION,FOURTH STREET & ALLSTON WAY,37.864836,-122.299024
2660,2ND RESPONSE,NOISE VIOLATION,2300 PROSPECT ST,37.869332,-122.25019
4157,BURGLARY AUTO,BURGLARY - VEHICLE,1000 MURRAY ST,37.851208,-122.289105
2565,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 REGENT ST,37.865202,-122.257795
407,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WAY & DANA ST,37.868424,-122.261451
2737,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,37.869363,-122.268028
2567,GUN/WEAPON,WEAPONS OFFENSE,NINTH STREET & PAGE ST,37.8771,-122.297171
2079,VANDALISM,VANDALISM,1700 FOURTH ST,37.871268,-122.30106
4988,BURGLARY AUTO,BURGLARY - VEHICLE,2700 SHATTUCK AVE,37.859802,-122.267177
1487,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,37.857409,-122.268473
2591,VANDALISM,VANDALISM,3000 TELEGRAPH AVE,37.855435,-122.259841
5173,VANDALISM,VANDALISM,1500 OXFORD ST,37.880519,-122.267051
4577,ASSAULT/BATTERY MISD.,ASSAULT,2300 TELEGRAPH AVE,37.868714,-122.259189
3228,DOMESTIC VIOLENCE,FAMILY OFFENSE,1100 FRANCISCO ST,37.872656,-122.292748
3334,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
721,BURGLARY AUTO,BURGLARY - VEHICLE,2600 DWIGHT WAY,37.86542,-122.25618
5135,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 HASTE ST,37.866568,-122.254084
5117,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 TENTH ST,37.8784,-122.296383
4315,NARCOTICS,DRUG VIOLATION,ALCATRAZ AVENUE & KING ST,37.848453,-122.273607
4292,BURGLARY AUTO,BURGLARY - VEHICLE,900 ASHBY AVE,37.851017,-122.291088
1394,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 SHATTUCK AVE,37.871167,-122.268285
37,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 SHATTUCK AVE,37.871167,-122.268285
1251,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1200 UNIVERSITY AVE,37.869385,-122.28953
2401,BURGLARY AUTO,BURGLARY - VEHICLE,800 SANTA BARBARA RD,37.895099,-122.270493
590,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,FULTON STREET & BANCROFT WAY,37.867822,-122.266003
1295,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 ELLSWORTH ST,37.864535,-122.262993
5188,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 WOOLSEY ST,37.851921,-122.269813
1457,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
2741,BURGLARY AUTO,BURGLARY - VEHICLE,STUART STREET & ADELINE ST,37.858439,-122.26757
1870,VEHICLE RECOVERED,RECOVERED VEHICLE,1800 SECOND ST,37.869594,-122.30292
4931,BURGLARY AUTO,BURGLARY - VEHICLE,HEARST AVENUE & EUCLID AVE,37.875084,-122.26014
2674,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1800 DELAWARE ST,37.873921,-122.275577
3816,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & MARINA BLVD,37.865172,-122.311155
2497,THEFT MISD. (UNDER $950),LARCENY,2300 PROSPECT ST,37.869332,-122.25019
3165,VANDALISM,VANDALISM,2400 SHATTUCK AVE,37.865772,-122.267643
1310,ASSAULT/BATTERY FEL.,ASSAULT,2200 NINTH ST,37.865875,-122.293523
5419,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,37.865009,-122.258767
5264,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
3413,ASSAULT/BATTERY FEL.,ASSAULT,100 SEAWALL DR,37.863611,-122.317566
2139,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,37.871268,-122.30106
3626,BURGLARY AUTO,BURGLARY - VEHICLE,1300 TENTH ST,37.879996,-122.296893
2128,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1500 GRANT ST,37.879188,-122.276107
2126,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2400 SHATTUCK AVE,37.865772,-122.267643
5005,VANDALISM,VANDALISM,2400 TELEGRAPH AVE,37.866761,-122.258779
5476,VANDALISM,VANDALISM,1700 OXFORD ST,37.876881,-122.266666
4424,BURGLARY AUTO,BURGLARY - VEHICLE,ELLSWORTH STREET & BANCROFT WAY,37.86814,-122.263736
3684,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,37.880262,-122.295809
5043,ASSAULT/BATTERY FEL.,ASSAULT,2300 TELEGRAPH AVE,37.868714,-122.259189
3108,MISSING JUVENILE,MISSING PERSON,1200 FRANCISCO ST,37.87304,-122.289659
1912,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,37.862844,-122.298368
509,BRANDISHING,WEAPONS OFFENSE,1700 UNIVERSITY AVE,37.870948,-122.27733
2305,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
3572,THEFT MISD. (UNDER $950),LARCENY,3100 ADELINE ST,37.8523,-122.270047
4756,BURGLARY AUTO,BURGLARY - VEHICLE,1000 CRESTON RD,37.895413,-122.258674
1022,ARSON,ARSON,3200 ELLIS ST,37.850367,-122.272807
4764,THEFT FELONY (OVER $950),LARCENY,900 COLUSA AVE,37.891368,-122.279257
195,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 PIEDMONT AVE,37.865868,-122.251595
2904,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1800 FOURTH ST,37.869944,-122.300636
3844,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,3200 ADELINE ST,37.850345,-122.270911
384,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,37.865849,-122.259977
1425,THEFT FELONY (OVER $950),LARCENY,1597 SAN PABLO AVE,37.875253,-122.294062
5455,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,700 HARRISON ST,37.880564,-122.304896
3611,THEFT FROM AUTO,LARCENY - FROM VEHICLE,RUSSELL STREET & HILLEGASS AVE,37.858165,-122.255687
3859,NARCOTICS,DRUG VIOLATION,2000 SHATTUCK AVE,37.8719,-122.268389
570,VEHICLE STOLEN,MOTOR VEHICLE THEFT,WARRING STREET & CHANNING WAY,37.867948,-122.250664
5195,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,37.862844,-122.298368
180,BURGLARY AUTO,BURGLARY - VEHICLE,GRANT STREET & CHANNING WAY,37.864872,-122.274587
3715,DISTURBANCE,DISORDERLY CONDUCT,ASHBY AVENUE & CLAREMONT AVE,37.858047,-122.245306
1304,VANDALISM,VANDALISM,1900 TENTH ST,37.870213,-122.293749
5183,NARCOTICS,DRUG VIOLATION,1900 SAN PABLO AVE,37.870236,-122.292591
2543,MISSING ADULT,MISSING PERSON,1000 UNIVERSITY AVE,37.868641,-122.29415
27,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & DURANT AVE,37.867816,-122.258994
4612,THEFT MISD. (UNDER $950),LARCENY,1300 STANNAGE AVE,37.8808,-122.294036
2640,VANDALISM,VANDALISM,1900 TENTH ST,37.870213,-122.293749
5463,THEFT MISD. (UNDER $950),LARCENY,2584 MARTIN LUTHER KING JR WAY,37.861822,-122.271926
2493,NARCOTICS,DRUG VIOLATION,SACRAMENTO STREET & OREGON ST,37.856023,-122.279683
879,THEFT MISD. (UNDER $950),LARCENY,100 SPINNAKER WAY,37.870287,-122.316238
2196,VANDALISM,VANDALISM,1400 SHATTUCK AVE,37.881957,-122.269551
4663,VEHICLE STOLEN,MOTOR VEHICLE THEFT,400 SPRUCE ST,37.904355,-122.270263
575,VANDALISM,VANDALISM,1600 FRANCISCO ST,37.874251,-122.280203
2175,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 DURANT AVE,37.866969,-122.26553
3734,THEFT MISD. (UNDER $950),LARCENY,1600 FRANCISCO ST,37.874251,-122.280203
4035,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 HOPKINS ST,37.876428,-122.291736
3052,THEFT MISD. (UNDER $950),LARCENY,1500 LINCOLN ST,37.875796,-122.282477
499,THEFT MISD. (UNDER $950),LARCENY,2300 HILGARD AVE,37.878173,-122.264359
763,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DURANT AVE,37.866426,-122.269762
4525,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 TENTH ST,37.8784,-122.296383
1078,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1800 MCGEE AVE,37.873627,-122.277834
2888,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,3000 CLAREMONT AVE,37.855792,-122.247142
1816,VANDALISM,VANDALISM,VINE STREET & WALNUT ST,37.880376,-122.268183
3318,DISTURBANCE,DISORDERLY CONDUCT,DURANT AVENUE & BOWDITCH ST,37.868103,-122.25672
1023,THEFT MISD. (UNDER $950),LARCENY,1800 SIXTH ST,37.870289,-122.29843
171,IDENTITY THEFT,FRAUD,800 ARLINGTON AVE,37.894702,-122.275053
5503,BURGLARY AUTO,BURGLARY - VEHICLE,800 MENDOCINO AVE,37.893148,-122.274809
3285,BURGLARY AUTO,BURGLARY - VEHICLE,VINE STREET & HENRY ST,37.880075,-122.270476
5380,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2600 CALIFORNIA ST,37.860686,-122.278337
4558,DISTURBANCE,DISORDERLY CONDUCT,2300 NINTH ST,37.864109,-122.292948
4964,DISTURBANCE,DISORDERLY CONDUCT,2500 TENTH ST,37.860858,-122.290733
2707,VANDALISM,VANDALISM,STANNAGE AVENUE & GILMAN ST,37.880836,-122.294048
5384,BURGLARY AUTO,BURGLARY - VEHICLE,2300 PIEDMONT AVE,37.869839,-122.252365
4201,BURGLARY AUTO,BURGLARY - VEHICLE,900 UNIVERSITY AVE,37.868273,-122.295963
2642,VANDALISM,VANDALISM,800 DELAWARE ST,37.870393,-122.299532
3380,ASSAULT/BATTERY MISD.,ASSAULT,2400 TELEGRAPH AVE,37.866761,-122.258779
272,ASSAULT/BATTERY MISD.,ASSAULT,2200 BANCROFT WAY,37.867871,-122.26565
3665,BURGLARY AUTO,BURGLARY - VEHICLE,2000 ALLSTON WAY,37.869096,-122.270137
411,THEFT MISD. (UNDER $950),LARCENY,2140 DWIGHT WAY,37.864079,-122.266509
1633,DISTURBANCE,DISORDERLY CONDUCT,2700 HILLEGASS AVE,37.861672,-122.255992
